,text,sentiment
3029,awal check in sih lama ya nunggu kamar ready nunggu jam padahal saat itu anak saya capek btuh istrhat setelah perjalan dari jkt walaupun sempat pindah kamar karena listriknya ngetrip dan enggnering saat malam itu sudah paling tapi senang sih pelayanannya baik ramah makanannya lumayan cuma coba lebih bisa ganti menu untuk sarapan nya biar lebih kreasi makannya jangan lauknya itu terus bosan ya padahal sudah request untuk yang higher floor tapi malah dkasih kamar yang paling bawah dan minta dkmar dsediakan mukena dan sjadah sampai dah bilang juga ke housekeepingnya tapi tetap tidak disiapkan kecewa sih,negative
3030,sarapan diganti dengan nasi kotak pilihan makanan terbatas,negative
3031,telpon hanya ada di coridor room tidak menjual makan agak susah sih kalau butuh sesuatu,negative
3032,kebersihan kamarnya kuranh bedsheet nya kaya yang tidak diganti sarapannya mungkin karena pas peak season ya jdnya kehabisan dan isi ulangnya lama kamar bilas atau handuk mungkin bisa ditambahakn dekat kolam renang karena tidak ada jadinya anak anak yang selesai renang lanngsung ke kamar dan lantainya jadi basah maaf ya banyak,negative
3033,tidak disediakan sandal teh kopi gula sachet di kamar padahal sudah ada pemanas air sarapan kurang variatif dan rasanya kurang,negative
3034,masih harus banyak di tingkatkan fasilitas hotel air hangatnya tidak jalan,negative
3035,fasilitas resto yang tidak ada kualitas masakan untuk sarapan juga kurang,negative
3036,minus di pelayanan resepsionis dan security belum ok sekelas bintang tidak ada sandal hotel sarapannya belum ok,negative
3037,lokasi yang jauh dari pusat kota dan menu sarapan yang standar,negative
3038,coba ditingkatkan lagi pelayanannya buat resepsionis pagi dan malam handle customer masih kurang nyaman,negative
3039,menginap malam sudah diberi tanda cleaning namun room tidak di bersihkan malah di minta pindah kamar malam hari lampu koridor mati jalan harus pakai senter hp air panas hari kedua mati semua dengan alasan gedung akan di kosongkan di hotel bintang pelayanan melati,negative
3040,untuk kebersihan kamar yang masih kurang sarung bantal masih kotor kotor,negative
3041,request early check in tidak dikasih early sampai tertidur karena memang lagi sakit di lobby hotel,negative
3042,rasa dan variasi makanan sarapan paginya sangat kurang,negative
3043,receptionistnya kurang ramah sama tamu dan waktu check innya lama sekali,negative
3044,sedikit kecewa karena pada hari kedua sarapan hanya di berikan nasi box bukan buffet,negative
3045,mohon diperhatikan untuk kebersihan banyak semut dikamar,negative
3046,tempat parkir kurang perlengkapan kamar hotel juga kurang,negative
3047,sudah lebih kali saya menginap di hotel tune kaila tapi kebersihan tidak pernah diperhatikan lantai kamar selalu kotor,negative
3048,tidak ada face tissue di kamar slipper juga tidak ada remote tv sudah agak tidak berfungsi telfon ke receptionist tapi tidak di follow up,negative
3049,sarapan makanannya kurang menarik,negative
3050,shower untuk kloset bocor jadi agak banjir makanan untuk sarapan juga kurang variatif dalam jenis dan rasa kami penikmat sarapan soalnyaa hhehe lebih baik harga disesuaikan ndpp asal sarapan oke oya mungkin karena management diganti jadi agak bingung juga karena baliho masih tune,negative
3051,lumayan nyaman makanan kurang variasi tidak ada makanan untuk anak,negative
3052,seprai bernoda alat mandi seperti sabun hanya satu dan untuk sabun tangan saja,negative
3053,menu sarapan kurang variasi perlu ditambah jenisnya,negative
3054,hanya saja ketika sarapan waiter kurang sigap sehingga makanan dan piring habis tidak di isi ulang kembali,negative
3055,makanan tidak variasi keasinan kebersihan juga kurang banyak sawang sawangnya sama wastafel mampet masa tapi kamarnya nyaman,negative
3056,masih harus ditingkatkan kembali karena di kamar masih ditemui debu di bagian kolong bed dan tidak adanya tissue sangat berpengaruh,negative
3057,makanan nya kurang beragam untuk ruangan ac nya kurang dingin pelayan nya terlalu cuek sama konsumen,negative
3058,mushola tolong di perhatikan mukena sampai kotor berjamur,negative
3059,ac di kamar tidak berfungsi dengan baik jadi kamar agak panas dan saat sarapan pkl makanan sudah habis dan masih belum diisi ulang jadi harus nunggu agak lama,negative
3060,untuk sarapan pagi kurang bervariasi dan lokasi hotel agak jauh dari malioboro dan alun alun kota jogya,negative
3061,staf nya kurang dalam pelayanan,negative
3062,secara umum cukup baik fasilitas kamar terlalu minimalis telpon tidak ada lemari tidak ada menu makanan kurang menggigit soal rasa,negative
3063,fasilitas kamar seperti sandal dan telepon tidak ada,negative
3064,sarapannya sederhana mungkin bisa diperbanyak menunya,negative
3065,mungkin karena sedang peak season liburan anak sekolah dan lain lain kebersihan ac belum menjadi perhatian terasa udara yang berputar kurang bersih karena ruangan kamar cukup dingin namun tidak nyaman di hidung mungkin perlu dikontrol lebih ketat masalah maintenance ac kamar mandi sempit tapi bersih mungkin desain pintu kamar mandi sebaikanya tidak pintu kaca juga foto profil hotel sebaiknya yang ditampilkan bukan sudut sejuk di bagian kolam renang namun justru tampak depan hotel yang lumayan gersang sehingga tamu tidak salah persepasi tentang kenyamanan hotel,negative
3066,pelayanannya kurang mungkin bisa diatur lagi untuk lebih ramah ke tamunya,negative
3067,kamar kecil sempit karena lebaran jadinya ramai dan kolam renangnya crowded liftnya sampai basah becek karena yang berenang langsung naik ke kamar,negative
3068,untuk makanan kurang variatif dan saat makanan habis lama untuk isi ulangnya karena ramai untuk ketersediaan parkir sangat minimal,negative
3069,tandar menu kurang variatif,negative
3070,wifinya lambat banget pertama masuk lampu sering mati makanan lumayan hari pertama tidak bisa tidur kasur gatal paginya minta ganti sprei pelayanan ramah mudah mudah kedepan ada perbaikan,negative
3071,kemarin saya pesan kamar saya check in sekitar pukul malam kebetulan kamar yang saya tempati tidak disediakan air mineral yang katanya free saya telepon operator katanya air akan segera diantar saya tunggu sejam dua jam tidak juga kunjung diantar bete juga sih kehausan sampai saya putuskan untuk tinggal tidur dan satu lagi kan itu kamar untuk diisi orang dewasa tapi hanya disediakan sikat gigi termasuk kamar yang ditempati keluarga saya juga hanya tersedia sikat gigi,negative
3072,kamar nyaman kolam lumayan walau tidak besar matahari pagi masih menembus titai jendela jadi tidak bisa bangun siang,negative
3073,pas sudah check in di room nya sabun sama pasta gigi cuma tidak disediain slipper kalau kita tidak minta,negative
3074,hanya kurang perlengkapan mandi dan pemandangan hadap keluar ada tukang bangunan pemandangan keluar sangat tidak bagus,negative
3075,hanya saja tidak tersedia sandal kamar serta teh dan kopi seperti pada hotel yang sekelasnya hanya ada ketel elektrik dan air mineral,negative
3076,akan tetapi untuk perlengkapannya masih kurang tissue di kamar sandal hotel bath foam dan minuman semacam teh celup tidak disiapkan,negative
3077,karyawannya kurang ramah sabun cair di kamar mandi habis tidak di refil remot tv mati tidak ada sandal,negative
3078,sarapan kurang bervariasi menunya,negative
3079,fasilitas kamar kurang terutama minuman yang ada teko untuk air panas tapi tidak ada tea sugar dan coffee,negative
3080,room amenities kurang dan sarapan kurang variasi,negative
3081,jenis makanan untuk sarapan kurang banyak rasa standart,negative
3082,makanannya kurang sesuai dan sering kali kehabisan,negative
3083,fasilitas wifi nya masih suka error,negative
3084,menu sarapan sangat sederhana dan standart rasanya,negative
3085,kurang bersih dan makanan kurang enak,negative
3086,shower air panas lama dan ac kurang dingin,negative
3087,kamar tidak kedap suara sehingga kurang nyaman,negative
3088,hanya tidak ada telpon di setiap kamar namun disediakan di lorong jadi perlu keluar kamar saat ingin konfirmasi sesuatu menu makanan mungkin perlu ditingkatkan,negative
3089,wastafel tertutup mampet jadi air tertahan,negative
3090,kolong tempat tidur berdebu,negative
3091,dikamar tidak disediakan paket kopi atau teh sachet minimarket tidak representative,negative
3092,breakfasy hrus lebih variasi dan untuk waktu cek in hrus jam siang padahal kita sudah datang dari jam dan tidak di ksh dispensasi,negative
3093,pada saat kami check in jam pagi dengan banyaknya barang bawaan harus membawa sendiri ke kamar tanpa ada bantuan,negative
3094,parkir kalau weekend susah harus valet ukuran kamar agak kecil,negative
3095,reseptionis terlalu kaku dalam menerapkan aturan,negative
3096,sprei kotor tempat gelas kotor ruangan bau dan sangat tidak nyaman untuk istirahat,negative
3097,tidak terlalu memuaskan baru bisa check in jam sore handuk tidak siap baru ada handuk jam sore selain itu kamar saya waktu itu bau rokok banget sehingga tidak nyaman semua baju jadi ikutan baru rokok tapi pelayanan dari staf lumayan cepat tiap ada laporan masalah,negative
3098,bawa anak anak berenang space antara kolam sama masakan buffet terlalu dekat staf sampai peringatkan anak anak berenang harus kalem namanya anak anak berenang bagaimana sih aneh berenang atau mau jalan sehat,negative
3099,room kurang bersih pelayanan kurang baik make up room kurang berjalan dengan baik,negative
3100,staf kurang hospitalitynya make up roomnya tidak bersih kamarnya kecil lebih baik ada pintu di shower roomnya ya biar air tidak sampai keluar sehingga kamar mandi jadi becek dengan mengusung nama accord sungguh tak sebanding,negative
3101,pelayanan baik resepsionis ramah kekurangan hanya pada lantai toilet yang licin karena basah terkena air dari kamar mandi seharusnya dipasang sekat kaca full kolam renang tidak nyaman digunakan untuk berenang karena ber satu dengan sky bar yang saat siang cukup ramai harusnya kolam renang di buat lebih private thanaks,negative
3102,kamar nyaman sarapan enak hanya dalam penanganan komplain kurang cepat tanggap saya komplain mama saya jatuh di kamar mandi tapi tanggapannya menurut saya kurang,negative
3103,ternyata lokasinya masih kurang deket dengan malioboro udara di lorong hotel kurang segar,negative
3104,sangat mengecewakan katanya ada fasilitas antar jemput bandara mobilnya ada tapi drivernya cuma orang,negative
3105,check in lama ada satu senior front desk yang melayani customer lain dengan gesture dan mimik muka yang tidak friendly mungkin capek menegur customer yang tidak tahu antrian dengan pilihan kata yang tidak friendly wajah expresi kesal,negative
3106,ketika datang bawa barang banyak tidak ada yang membantu membuka pintu tidak ada minuman selamat datang alasan minuman selamat datang hanya untuk member padahal saat itu panas sekali dan jauh dari minimarket tempat mainan anak tidak terawat lantai kamar mandi licin walaupun saat kering karpet lorong bau sarapannya sangat minimalis untuk hotel bintang jauh sekali perbedaan pelayanan dan fasilitas dengan hotel bintang yang lain tidak recommended,negative
3107,bawa mobil parkir di basement jam begitu pagi mau keluar mobil tidak ada di tempat dipindah keluar karena ada mobil yang lain masuk ada permainan petugas parkir kalau ada tips baru boleh parkir di dalam basement hotel tidak recommended,negative
3108,spreinya banyak noda dan sudah minta diganti tapi tidak diganti toilet juga ada yang rusak,negative
3109,pelayanannya kurang bagus lokasi jauh,negative
3110,mengecewakan pada makeup room begitu saya kembali ke hotel sore hari gelas tidak dicuci peralatan lainnya tidak diganti kamar mandi tidak bersih,negative
3111,pelayanan hotel tidak ramah dan sangat buruk,negative
3112,kecewa dengan kebersihan hotel sekelas bintang,negative
3113,dari booking sudah pesan khusus minta kamar yang bersih cekin setelah isya dapat kamar dekat dari lift masuk kamar dari mulai pintu kliatan kotor dekil tak trawat gompel gompel dan susah di buka lebar kamar mandi juga seperti baru di bersihkan tapi tidak bersih gorden kamar mandi dekil jorok banyak noda tempat sampah basah gelas untuk sikat gigi basah handuk muka tidak ada handuk bau dan dekil akhrnya saya minta ganti pagar pagar kamar mandi kotor jorok kaya hotel ecek ecek yang murahan tidak terawat tempat sabun cuci tangan berkerak putih putih di sudut sudut ruangan kotor tempat laundy kotor seperti berminyak basah akhrnya karena geli saya minta di ambl mengeluarkan dari kamar untuk membuat air panas dan gompel gompel rusak sarung guling kotor juga akhrnya saya minta ganti tempat sampah di kamar basah pokoknya mengecewakan tidak sesuai dengan harga dan bintang,negative
3114,tempat tidur tidak nyaman terlalu lunak dan tidak enak buat tidur sebaiknya diganti dengan yang lebih baik misal yang grade medical orthopedist,negative
3115,saya parkir mobil sesuai dengan arahan petugas parkir hotel di basement dekat pintu keluar ketika sudah chekout dan dalam perjalanan pulang saya mendapati mobil saya baret pada sisi depan kiri menurut analisa saya mobil saya baret bekas terserempet mobil lain yang akan keluar hotel dari basement namun pihak hotel enggan bertanggung jawab atas hal yang menimpa saya,negative
3116,kebersihan tidak sesuai standar ibis pada umumnya bau rokok di non smoking floor handuk bed sheets bantal bau seperti tidak bersih poor housekeeping overall,negative
3117,waktu datang handuk tidak ada minta handuk kt belum datang dari londariy trs dikasi handuk kolam renang kmr mandi becek kalau mandi karena posisi sisi shower dengann kloset hampir sama tinggi hairdariyer rusak,negative
3118,kamar mandi saluran kurang lancar sebaiknya area basah dan kering di kamar mandi ditutup tirai sehingga air tidak muncrat kemana mana,negative
